127.0.0.1 - - [20/Nov/2020:01:29:37 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:05 +0700] "GET /BookStore/category?ma=L04 HTTP/1.1" 200 4406
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:07 +0700] "GET /BookStore/category?ma=L03 HTTP/1.1" 200 7115
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:10 +0700] "GET /BookStore/cart?c=th&ms=S05 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:10 +0700] "GET /BookStore/home HTTP/1.1" 200 9327
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:12 +0700] "GET /BookStore/cart?c=th&ms=S03 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:12 +0700] "GET /BookStore/home HTTP/1.1" 200 9327
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:15 +0700] "GET /BookStore/cart?c=th&ms=S06 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:15 +0700] "GET /BookStore/home HTTP/1.1" 200 9327
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:18 +0700] "GET /BookStore/cart?c=th&ms=S04 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:18 +0700] "GET /BookStore/home HTTP/1.1" 200 9327
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:21 +0700] "GET /BookStore/listcart HTTP/1.1" 200 8536
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:25 +0700] "GET /BookStore/pay HTTP/1.1" 200 2249
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:32 +0700] "POST /BookStore/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:32 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:42 +0700] "GET /BookStore/listcart HTTP/1.1" 200 8722
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:44 +0700] "GET /BookStore/history?userID=QG7Z5HCBn0 HTTP/1.1" 200 8126
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:55 +0700] "GET /BookStore/listcart HTTP/1.1" 200 8722
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:57 +0700] "GET /BookStore/pay?userID=QG7Z5HCBn0 HTTP/1.1" 200 2991
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:30:59 +0700] "GET /BookStore/history?userID=QG7Z5HCBn0 HTTP/1.1" 200 10944
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:12 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:15 +0700] "GET /BookStore/cart?c=th&ms=S02 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:15 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:17 +0700] "GET /BookStore/cart?c=th&ms=S03 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:17 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:20 +0700] "GET /BookStore/cart?c=th&ms=S05 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:20 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:22 +0700] "GET /BookStore/cart?c=th&ms=S04 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:22 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:27 +0700] "GET /BookStore/cart?c=th&ms=S01 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:27 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:30 +0700] "GET /BookStore/cart?c=th&ms=S06 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:30 +0700] "GET /BookStore/home HTTP/1.1" 200 9263
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:35 +0700] "GET /BookStore/listcart HTTP/1.1" 200 11059
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:41 +0700] "GET /BookStore/remove-cart?ms=S04 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:41 +0700] "GET /BookStore/listcart HTTP/1.1" 200 9911
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:49 +0700] "GET /BookStore/pay?userID=QG7Z5HCBn0 HTTP/1.1" 200 2991
0:0:0:0:0:0:0:1 - - [20/Nov/2020:01:31:56 +0700] "GET /BookStore/history?userID=QG7Z5HCBn0 HTTP/1.1" 200 14234
